ensembl_gene_id	external_gene_name	entrezgene_id	chromosome_name	start_position	end_position
ENSG00000229652		NA	1	203353365	203353651
ENSG00000229658	PABPC1P9	NA	22	16423943	16426031
ENSG00000229682		NA	2	106368209	106368876
ENSG00000229687		NA	1	53841547	53841832
ENSG00000229713	LCEP2	NA	1	152737518	152737868
ENSG00000229716	RPL23AP19	NA	1	8831007	8831375
ENSG00000229724	OR2AQ1P	NA	1	158796014	158796213
ENSG00000229738		NA	5	132987652	132988110
ENSG00000229752	RPL7P10	NA	1	81098267	81099005
ENSG00000229753	RPS27AP15	NA	9	72741152	72741617
ENSG00000229770		105372971	22	26161903	26169610
ENSG00000229785	SLC25A38P1	NA	1	172748560	172749502
ENSG00000229788	LINC00388	NA	13	18610298	18611675
ENSG00000229791		NA	13	19408042	19409529
ENSG00000229795	RPS21P1	NA	1	235432985	235433231
ENSG00000229797		124907890	2	130742906	130755879
ENSG00000229824	RPL12P34	NA	13	68654572	68655050
ENSG00000229830		NA	9	103065416	103065598
ENSG00000229834		NA	9	29636486	29636853
ENSG00000229840	ISCA1P2	NA	1	229042171	229042591
ENSG00000229863	RPL19P2	NA	3	57134142	57134723
ENSG00000229865	RPL31P54	NA	13	78422823	78423192
ENSG00000229877	PAICSP5	NA	7	143545186	143546735
ENSG00000229878		NA	10	33035469	33035664
ENSG00000229892		NA	20	42606694	42607559
ENSG00000229900	HSPD1P21	NA	20	45539983	45540227
ENSG00000229901	FOXO6-AS1	101929901	1	41375004	41375669
ENSG00000229910	HNRNPA1P18	NA	13	68301605	68303302
ENSG00000229911		NA	1	118712999	118713678
ENSG00000229919	ELOCP3	NA	10	10174230	10174577
ENSG00000229923		NA	6	130697312	130697778
ENSG00000229931	ATXN1-AS1	NA	6	16760652	16773365
ENSG00000229943		NA	1	74963314	74965118
ENSG00000229971		NA	22	36552165	36552700
ENSG00000229982	GTF3AP6	NA	7	118880103	118881288
ENSG00000229985		NA	1	27176751	27177277
ENSG00000230019	YWHAQP9	NA	1	238107736	238108567
ENSG00000230037	UBBP1	NA	2	136329441	136329913
ENSG00000230044	CDK8P1	NA	2	11665369	11665969
ENSG00000230047	HIGD2AP1	NA	2	231437101	231437421
ENSG00000230056	DDX6P1	NA	6	29329626	29331061
ENSG00000230069	LRRC37A15P	NA	4	102727274	102730721
ENSG00000230097	ME2P1	NA	9	29824742	29826711
ENSG00000230101	TUBB3P2	NA	7	134734898	134735129
ENSG00000230104		NA	2	172674212	172674898
ENSG00000230111	H3P11	NA	3	31269007	31269406
ENSG00000230119		NA	3	33190233	33190328
ENSG00000230132		NA	7	63480598	63480989
ENSG00000230154	AIDAP1	NA	2	11308025	11308941
ENSG00000230157	ATP5MC1P1	NA	14	105536861	105537239
ENSG00000230169	RPL30P16	NA	8	112538889	112539317
ENSG00000230182	RNF10P1	NA	3	5068676	5069044
ENSG00000230192		NA	7	109660094	109660802
ENSG00000230194	RPL34P35	NA	22	19238443	19238739
ENSG00000230208	IFNNP1	NA	9	21058771	21059323
ENSG00000230213	OR8V1P	NA	11	56188379	56189251
ENSG00000230239	PDE4DIPP9	NA	1	16855407	16859284
ENSG00000230256	FGFR1OP2P1	NA	13	26905362	26905861
ENSG00000230271		NA	7	57772584	57773199
ENSG00000230285		NA	1	85599085	85600996
ENSG00000230289		NA	9	131516558	131522229
ENSG00000230307	OR6C5P	NA	12	55311835	55312757
ENSG00000230318	XRCC6P3	NA	1	220313945	220315565
ENSG00000230328		NA	9	101358932	101361242
ENSG00000230331		NA	1	229425020	229425650
ENSG00000230362	ACTG1P23	NA	3	175977497	175978570
ENSG00000230386		NA	7	65617082	65619153
ENSG00000230395	ANAPC1P3	NA	2	87118534	87120980
ENSG00000230405	RPS3AP52	NA	13	68634190	68634486
ENSG00000230406	RPL23P5	NA	2	221592441	221592861
ENSG00000230409	TCEA1P2	NA	3	37275693	37276598
ENSG00000230416	OR5M4P	NA	11	56448668	56449592
ENSG00000230418	ARL2BPP7	NA	9	102055252	102055741
ENSG00000230440		NA	20	26132887	26134198
ENSG00000230451	RPS29P6	NA	1	37330852	37330996
ENSG00000230468	CLUHP5	NA	10	133657235	133660635
ENSG00000230496	MTCO2P7	NA	2	130275592	130276257
ENSG00000230520		NA	7	118950386	118951259
ENSG00000230548	MTND4P27	NA	2	130278757	130280110
ENSG00000230550	ERLNC1	101929441	1	204141404	204143327
ENSG00000230573	LINC02639	105376365	10	3828641	3834735
ENSG00000230584	CCT5P2	NA	13	78908919	78910542
ENSG00000230589	IMP3P1	NA	9	10829752	10830308
ENSG00000230595	RSL24D1P2	NA	2	62561058	62561423
ENSG00000230598	OR2H4P	NA	6	29215236	29216179
ENSG00000230605	MTCYBP6	NA	7	117264393	117264530
ENSG00000230618	H3P12	NA	3	109409678	109410084
ENSG00000230634	FAM136EP	NA	22	46481329	46481760
ENSG00000230654	MTCO2P25	NA	7	69330698	69331378
ENSG00000230682	GRPEL2P3	NA	7	94782886	94783525
ENSG00000230684		NA	9	129933536	129936541
ENSG00000230702	RPL31P30	NA	2	61856695	61857055
ENSG00000230716	KRT8P7	NA	11	119602875	119604306
ENSG00000230748	PRELID1P7	NA	1	165497724	165498348
ENSG00000230755	MTATP6P23	NA	10	69589880	69590355
ENSG00000230757	NFU1P1	NA	3	39643638	39644705
ENSG00000230769	RFKP4	NA	22	40788777	40789267
ENSG00000230777	RPS29P5	NA	1	175921975	175922145
ENSG00000230785		NA	7	117262918	117264888
ENSG00000230798	FOXD3-AS1	100996301	1	63320056	63324801
ENSG00000230815		NA	9	94823647	94824775
ENSG00000230820		NA	7	126980967	126981778
ENSG00000230851	VPS51P5	NA	11	3591277	3591615
ENSG00000230871	RPS6P23	NA	13	99173593	99174490
ENSG00000230908		NA	20	23798092	23805983
ENSG00000230913	NPM1P51	NA	6	41666906	41667649
ENSG00000230920		105375972	9	9799395	9803807
ENSG00000230929		NA	5	126628019	126628319
ENSG00000230931	GXYLT1P1	NA	13	18724415	18724904
ENSG00000230941		NA	7	109322226	109401975
ENSG00000230944		NA	3	5255535	5256761
ENSG00000230967		NA	10	101322485	101323394
ENSG00000230968		NA	2	77672215	77673792
ENSG00000230982	DSTNP1	NA	21	46653558	46654022
ENSG00000230994	FGFR3P1	NA	6	31377419	31378019
ENSG00000231017	RPS27P10	NA	2	211298941	211299189
ENSG00000231022	RPS3AP9	NA	1	188694320	188695111
ENSG00000231029		NA	1	167591392	167591846
ENSG00000231032	CEP19P1	NA	2	235147016	235147500
ENSG00000231068	KRTAP21-3	100288323	21	30718525	30718777
ENSG00000231070	OR52Y1P	NA	11	4793778	4795284
ENSG00000231087	FDPSP7	NA	7	76968197	76969250
ENSG00000231095	GYG1P3	NA	1	55222379	55223372
ENSG00000231099	BMS1P19	NA	2	109667128	109668002
ENSG00000231123	SPATA20P1	NA	21	38238227	38238664
ENSG00000231139		NA	7	152590641	152590941
ENSG00000231181		NA	1	9576427	9576985
ENSG00000231199	MTND5P19	NA	1	235538052	235539845
ENSG00000231207		NA	1	27389468	27390145
ENSG00000231233	CFAP58-DT	100505869	10	104351296	104353685
ENSG00000231237	OR6K1P	NA	1	158694539	158695509
ENSG00000231254	PCED1CP	NA	2	212832161	212832945
ENSG00000231258	ZSWIM5P2	NA	17	20583758	20591180
ENSG00000231265	TRERNA1	NA	20	50040707	50041504
ENSG00000231307	RPS3P2	NA	20	38537758	38538458
ENSG00000231336		NA	2	46166789	46167978
ENSG00000231378	NDUFAF4P4	NA	1	174849667	174850168
ENSG00000231395	ARL4AP4	NA	3	23878981	23879498
ENSG00000231397		NA	7	149321865	149322092
ENSG00000231404	RAC1P3	NA	13	41287741	41288320
ENSG00000231440		NA	1	240588522	240590748
ENSG00000231442	LARP1BP1	NA	4	63350114	63351472
ENSG00000231490	RPL7L1P2	NA	7	51259429	51260167
ENSG00000231516	CBX1P5	NA	3	166811009	166811567
ENSG00000231539		NA	7	42829672	42844438
ENSG00000231541	RPS6P2	NA	2	179001756	179002760
ENSG00000231547		NA	1	202999738	203000352
ENSG00000231553	MRM3P1	NA	10	21394033	21394592
ENSG00000231569		NA	10	87408044	87408258
ENSG00000231582	MTND4LP21	NA	1	235541412	235541706
ENSG00000231589		NA	16	62596162	62598933
ENSG00000231601		NA	10	743992	744958
ENSG00000231630		NA	1	2814432	2814998
ENSG00000231723	CAPZBP1	NA	2	103623630	103623830
ENSG00000231763	SLC66A2P1	NA	7	88610241	88610669
ENSG00000231788	RPL31P50	NA	12	31597114	31597409
ENSG00000231791		NA	1	184329071	184332826
ENSG00000231804	RPL21P85	NA	9	88484852	88485325
ENSG00000231821	NPM1P48	NA	2	4514204	4515056
ENSG00000231839	DPY19L4P2	NA	7	145583197	145584817
ENSG00000231849	UBE2V2P4	NA	1	36241898	36242156
ENSG00000231878	SNRPFP1	NA	20	49729591	49729842
ENSG00000231900	GOT2P1	NA	1	55367466	55368774
ENSG00000231911	TPRKBP1	NA	10	28658987	28659467
ENSG00000231922		NA	14	53917270	53917753
ENSG00000231965	RPL17P29	NA	8	11175051	11175570
ENSG00000231986		NA	21	23888798	23890541
ENSG00000232015	HSPE1P25	NA	1	77853355	77853893
ENSG00000232035		NA	9	10631750	10632203
ENSG00000232093	DCST1-AS1	NA	1	155045191	155051172
ENSG00000232101		NA	2	128151154	128151304
ENSG00000232114	NPLP1	NA	2	38769265	38770124
ENSG00000232142	RPS25P9	NA	10	70198988	70199239
ENSG00000232154	MTCYBP15	NA	1	237948017	237949143
ENSG00000232198	MTCO2P34	NA	1	55372710	55373316
ENSG00000232199	RPL3P8	NA	7	109998434	109999624
ENSG00000232204	TET1P1	NA	13	87890172	87892472
ENSG00000232208		NA	1	8907393	8907744
ENSG00000232218	RGL4P1	NA	22	32386668	32386868
ENSG00000232223	CNN2P10	NA	1	166796266	166797183
ENSG00000232242	ZYG11AP1	NA	9	102611162	102612155
ENSG00000232261		NA	1	171751543	171752025
ENSG00000232263	KRTAP25-1	100131902	21	30289145	30289514
ENSG00000232281	IFNWP15	NA	9	21178589	21179188
ENSG00000232299		NA	6	112476538	112481636
ENSG00000232314	PSMC1P13	NA	13	69894101	69895085
ENSG00000232352	SEMA3B-AS1	NA	3	50265974	50276052
ENSG00000232369	PPIAP35	NA	1	44988234	44988725
ENSG00000232385	RPS3AP25	NA	7	94695027	94695819
ENSG00000232391	RANP2	NA	7	147167344	147167572
ENSG00000232420	IL9RP2	NA	10	80394	86265
ENSG00000232447	MTND5P3	NA	13	84521725	84523915
ENSG00000232459	OR4F14P	NA	15	101828741	101829679
ENSG00000232466	H3P31	NA	9	26880178	26880549
ENSG00000232474	NCKAP5-IT1	NA	2	133431666	133433897
ENSG00000232491	SAPCD2P3	NA	7	66556216	66557065
ENSG00000232502		NA	2	94760774	94761116
ENSG00000232511	OR2AH1P	NA	11	56669017	56669944
ENSG00000232548	LINC01809	101928031	2	83522814	83523502
ENSG00000232556	PRCPP1	NA	2	101520834	101521976
ENSG00000232557		NA	1	23907111	23907885
ENSG00000232563	CRB3P1	NA	3	1394173	1394448
ENSG00000232573	RPL3P4	NA	14	98972879	98973301
ENSG00000232586	KIAA1614-AS1	103344928	1	180949699	180954887
ENSG00000232594		NA	2	94961047	94961503
ENSG00000232601	ANAPC15P2	NA	3	174302944	174303287
ENSG00000232622		NA	1	84636158	84637106
ENSG00000232631	MTND2P23	NA	2	211777206	211777856
ENSG00000232647	POLR3KP1	NA	13	59071462	59071803
ENSG00000232655	LINC01656	101927526	22	44443290	44444793
ENSG00000232672	ACTG1P21	NA	1	77773865	77774864
ENSG00000232690	HSPE1P9	NA	2	234455157	234455783
ENSG00000232714	MTND3P8	NA	1	235541759	235542097
ENSG00000232738		NA	20	9575608	9577689
ENSG00000232742	RHOQP2	NA	2	131460999	131461577
ENSG00000232752	MTCO3P21	NA	1	93924743	93925385
ENSG00000232767	HSPA12A-AS1	105378499	10	116669954	116672750
ENSG00000232771	PPP1R26P5	NA	22	21341595	21345258
ENSG00000232772	MTND4P22	NA	2	143096839	143098007
ENSG00000232778	RPL23AP50	NA	6	107931800	107932254
ENSG00000232783	FRG2FP	NA	3	198110206	198111878
ENSG00000232805	NIP7P1	NA	10	93106872	93107383
ENSG00000232811		NA	1	110943467	110952848
ENSG00000232835		NA	2	5548517	5556218
ENSG00000232843	SNX18P2	NA	9	92893698	92894505
ENSG00000232864	NUCKS1P1	NA	1	227410617	227411319
ENSG00000232867	RPL36AP34	NA	9	27210327	27210626
ENSG00000232869	TRBV29-1	NA	7	142740206	142740894
ENSG00000232887		NA	7	31119284	31119572
ENSG00000232888	RPS11P5	NA	12	132825701	132826184
ENSG00000232893	IQCA1-AS1	107080627	2	236391074	236392388
ENSG00000232901	CYCSP10	NA	3	10000647	10000940
ENSG00000232905		NA	9	113850687	113851632
ENSG00000232925	MRPS16P2	NA	20	59113224	59113631
ENSG00000232926	RPL8P5	NA	22	19887289	19887970
ENSG00000232943	GGCTP2	NA	20	18220113	18220512
ENSG00000232947	LINC02543	NA	6	15994944	15999797
ENSG00000232948	DEFB130A	245940	8	12310962	12318316
ENSG00000232970	POLHP1	NA	2	216156342	216156811
ENSG00000232975	MTCO1P57	NA	7	68097737	68098250
ENSG00000232981	MTCO1P51	NA	9	80563571	80564630
ENSG00000233003	CICP26	NA	1	227975390	227978193
ENSG00000233010	RPEP4	NA	22	29608900	29609501
ENSG00000233011	SLC9A3P1	NA	10	50150603	50152287
ENSG00000233039	MTND5P30	NA	2	155311697	155313427
ENSG00000233055		NA	9	101501643	101501885
ENSG00000233090		NA	17	15792862	15793045
ENSG00000233105		NA	2	94964473	94964836
ENSG00000233109		NA	8	48913916	48914380
ENSG00000233121	VN1R20P	NA	3	13926813	13927778
ENSG00000233135	RPS27P18	NA	10	125473686	125473932
ENSG00000233190	RPS24P13	NA	10	32231849	32232245
ENSG00000233197	TMEM256P1	NA	10	69523311	69523650
ENSG00000233234		NA	1	2811850	2812692
ENSG00000233238	DEFA9P	449492	8	6959289	6960161
ENSG00000233272	PNPT1P2	NA	7	121842368	121845131
ENSG00000233309	RPS6P12	NA	9	82744067	82744792
ENSG00000233316	DSCR10	259234	21	38206156	38208644
ENSG00000233353	RPS7P9	NA	10	80716483	80717068
ENSG00000233366	ZNF90P2	NA	6	28888832	28889906
ENSG00000233380	RPS2P48	NA	17	53756989	53757870
ENSG00000233381	AK4P3	NA	12	31615023	31652095
ENSG00000233406		NA	1	51250603	51251472
ENSG00000233417		NA	7	120141016	120227428
ENSG00000233425	KRT18P67	NA	9	122837557	122838820
ENSG00000233440	HMGA1P6	NA	13	23134174	23134564
ENSG00000233444		NA	2	81666477	81666728
ENSG00000233471	KRT18P62	NA	22	19257520	19258806
ENSG00000233497	HNRNPA1P60	NA	11	110788026	110788976
ENSG00000233531	DEFA10P	449493	8	6968141	6969113
ENSG00000233544	EIF3KP2	NA	3	24555834	24556459
ENSG00000233547		NA	10	112950629	112951875
ENSG00000233550	MTCYBP8	NA	2	130282679	130283329
ENSG00000233578	EIF4EP1	NA	20	5548840	5549481
ENSG00000233605	LINC01851	101927926	2	77915870	77918013
ENSG00000233610	LINC00462	100129597	13	48576969	48590598
ENSG00000233647	NENFP1	NA	1	46665910	46666375
ENSG00000233662	CALM2P4	NA	13	98640814	98641239
ENSG00000233664	NDUFS5P3	NA	1	52709122	52709442
ENSG00000233676	FDPSP6	NA	21	20388334	20388845
ENSG00000233683		NA	7	101388868	101389080
ENSG00000233690	EBAG9P1	NA	10	99697407	99697949
ENSG00000233703		NA	10	80749632	80751231
ENSG00000233707	RPL22P11	NA	2	109737139	109737523
ENSG00000233713		NA	9	86132622	86132851
ENSG00000233727		NA	9	107853783	107854258
ENSG00000233786	CDC27P1	NA	2	132262328	132263042
ENSG00000233847	ERCC8-AS1	NA	5	60917424	60919577
ENSG00000233866		NA	22	15914721	15915800
ENSG00000233877		NA	1	64941979	64942365
ENSG00000233900	RPL17P35	NA	10	64620374	64620922
ENSG00000233905	LONRF2P2	NA	13	18609132	18609702
ENSG00000233909	UBE2V1P4	NA	9	129791196	129791837
ENSG00000233915	UBE2Q2P10	NA	8	86660525	86661922
ENSG00000233918		NA	7	62275361	62275678
ENSG00000233933		NA	9	72275453	72275973
ENSG00000233940	RPL12P45	NA	1	35053468	35059271
ENSG00000233941		NA	6	106358566	106359717
ENSG00000233954	UQCRHL	440567	1	15807169	15809348
ENSG00000234067	RPL5P10	NA	3	40586535	40587428
ENSG00000234069	GAPDHP53	NA	20	24445391	24446314
ENSG00000234104	LINC03083	NA	20	20970123	20972566
ENSG00000234107	TPT1P1	NA	21	31840341	31840858
ENSG00000234108	COX6A1P1	NA	1	80495903	80496233
ENSG00000234119	METAP2P1	NA	2	145826285	145827830
ENSG00000234146	AKAP8P1	NA	9	11011748	11013096
ENSG00000234192	RPS26P38	NA	10	87642607	87642954
ENSG00000234227	RPL7L1P1	NA	13	89833157	89833941
ENSG00000234235	BOK-AS1	NA	2	241544401	241558977
ENSG00000234253	RPL7P13	NA	2	49878623	49879363
ENSG00000234256	PTCD2P2	NA	10	88876450	88877544
ENSG00000234262		NA	1	153023962	153024260
ENSG00000234269		NA	9	102922574	102923244
ENSG00000234271		NA	20	43523261	43523572
ENSG00000234285	GAPDHP49	NA	2	222503883	222504843
ENSG00000234312	SAPCD2P4	NA	7	63113635	63114805
ENSG00000234324	RPL9P2	NA	17	15443639	15444191
ENSG00000234325	MRPS10P2	NA	3	4414580	4414960
ENSG00000234333	CYCSP53	NA	1	171444699	171444963
ENSG00000234356		NA	7	10476581	10476878
ENSG00000234358	RPL7AP42	NA	7	111971222	111971988
ENSG00000234360		NA	9	10532145	10532411
ENSG00000234379	HMGB1P48	NA	1	45530927	45532139
ENSG00000234397	PPIAP34	NA	1	22322840	22323331
ENSG00000234421	SLC25A5P4	NA	13	57314739	57315909
ENSG00000234422	UBE2WP1	NA	1	96418594	96418933
ENSG00000234439	KRT18P2	NA	21	20424949	20426206
ENSG00000234485	OR7E46P	NA	2	71037685	71038703
ENSG00000234515	PPP1R2P1	NA	6	32879216	32879833
ENSG00000234538	ZNF114P1	NA	21	13839118	13839409
ENSG00000234594	MTCO1P58	NA	3	171534423	171534615
ENSG00000234607		NA	1	15969632	15970194
ENSG00000234612	H2AZP5	NA	10	77953495	77953876
ENSG00000234619	RPL7P11	NA	1	8750430	8751087
ENSG00000234625	LINC00380	NA	13	91087254	91089664
ENSG00000234644	OTX2P1	NA	9	75724222	75724575
ENSG00000234658	RPL21P73	NA	7	138645671	138646448
ENSG00000234670	OR6C64P	NA	12	55522593	55523417
ENSG00000234676	IFT74-AS1	NA	9	26955771	26956701
ENSG00000234683		NA	1	81596157	81596506
ENSG00000234700	MTCO1P8	NA	7	64108625	64110147
ENSG00000234703	RUNX1-AS2	NA	21	35136638	35139222
ENSG00000234706	PRUNE1P1	NA	13	26117548	26118964
ENSG00000234709	UPF3AP3	NA	9	99998301	99999069
ENSG00000234726		NA	22	22228719	22230469
ENSG00000234732	RPEP5	NA	2	161931199	161931466
ENSG00000234743	EIF5AP4	NA	10	80247219	80247683
ENSG00000234791		NA	11	3189411	3189983
ENSG00000234793		NA	2	241754793	241755740
ENSG00000234811		NA	10	32111644	32111789
ENSG00000234863		NA	1	220455154	220455312
ENSG00000234878	HSPE1P1	NA	20	39932922	39933239
ENSG00000234881	PIGFP2	NA	9	123843036	123843686
ENSG00000234898	CHEK2P3	NA	2	91957436	91963610
ENSG00000234922	TSEN15P3	NA	7	25265924	25266290
ENSG00000234931	MARK2P15	NA	10	83311628	83314475
ENSG00000234939	MTND2P18	NA	2	131384461	131385490
ENSG00000234945	GTF3C2-AS1	100505624	2	27335520	27342599
ENSG00000234952	LINC02674	102724627	10	117734510	117753329
ENSG00000234973	LINC02658	102724264	10	43777555	43778939
ENSG00000234995	RPS3AP28	NA	7	138490581	138491361
ENSG00000235015	GEMIN2P1	NA	1	153717303	153718347
ENSG00000235024	CDK5R2-AS1	101928537	2	218899739	218962135
ENSG00000235036	DNAJC9P1	NA	20	10612861	10614229
ENSG00000235064	SLC25A5P2	NA	2	33839782	33840678
ENSG00000235080	MTND5P23	NA	2	131370306	131372075
ENSG00000235084	CHCHD2P6	NA	1	15604597	15605043
ENSG00000235088		NA	20	41459354	41461944
ENSG00000235089		NA	1	81208568	81209210
ENSG00000235110	RPS17P10	NA	3	143855739	143856142
ENSG00000235133	RPL35AP22	NA	9	117685254	117685588
ENSG00000235146		NA	1	587577	595116
ENSG00000235147		NA	2	92006680	92007121
ENSG00000235148	HMGB3P23	NA	9	31644576	31645160
ENSG00000235151		NA	2	241844357	241845736
ENSG00000235154		124905150	22	48044710	48048549
ENSG00000235165	CDK5P1	NA	8	122769274	122770150
ENSG00000235168		NA	6	149561152	149563949
ENSG00000235226		NA	1	159759170	159759589
ENSG00000235227	VN1R38P	NA	7	64180006	64180892
ENSG00000235232	MRPS18BP2	NA	2	139668547	139669305
ENSG00000235240		NA	3	11488300	11488473
ENSG00000235241		NA	1	16889095	16889602
ENSG00000235275	KRT18P16	NA	5	123636110	123637403
ENSG00000235282	DYNLL1P3	NA	1	18513118	18513383
ENSG00000235289	BRD7P6	NA	2	70353010	70355915
ENSG00000235298	HNRNPK-AS1	NA	9	83956558	83975777
ENSG00000235316	DUSP8P5	NA	10	73731824	73733638
ENSG00000235321		NA	2	169100743	169101210
ENSG00000235352	SGCEP1	NA	2	144754776	144755998
ENSG00000235356		NA	10	65271319	65315080
ENSG00000235369	RPL36AP15	NA	2	47797826	47798091
ENSG00000235400		NA	1	78749073	78750659
ENSG00000235408	SNORA71B	NA	20	38425083	38425354
ENSG00000235421		NA	7	65525629	65554744
ENSG00000235426		NA	10	79382328	79409274
ENSG00000235449	COX7CP2	NA	1	202767229	202767418
ENSG00000235454	HAUS6P3	NA	7	53862233	53863339
ENSG00000235469	MRPL50P4	NA	10	59551404	59551878
ENSG00000235485	ACO2P1	NA	22	34589085	34591278
ENSG00000235488	JARID2-AS1	NA	6	15247815	15248634
ENSG00000235500	SNX19P2	NA	13	18892260	18895230
ENSG00000235514	LLPHP2	NA	21	25762938	25763333
ENSG00000235524	MTCO1P23	NA	10	69591406	69592931
ENSG00000235525	FTLP1	NA	20	45975249	45976075
ENSG00000235544	RPS11P1	NA	20	11345383	11345855
ENSG00000235549	EIF1P2	NA	1	38958275	38958925
ENSG00000235579	RPL38P5	NA	2	201162484	201162680
ENSG00000235605		NA	1	234356704	234357141
ENSG00000235625		NA	13	78275720	78277514
ENSG00000235638	MTND6P14	NA	1	235537520	235538041
ENSG00000235640	ELOAP1	NA	2	123695302	123697396
ENSG00000235660	LINC00345	NA	13	52482804	52600613
ENSG00000235663	SAPCD1-AS1	NA	6	31764310	31765588
ENSG00000235670	RPL21P40	NA	3	32030196	32030678
ENSG00000235674	LDHAP2	NA	1	235738005	235738989
ENSG00000235677	NPM1P26	NA	10	96560185	96560922
ENSG00000235681		NA	19	54446830	54447047
ENSG00000235686	PPIAP20	NA	19	12508129	12508263
ENSG00000235689		NA	22	24006305	24008258
ENSG00000235713		NA	7	99992397	99993050
ENSG00000235717	DPP10-AS2	NA	2	114833830	114835588
ENSG00000235746	CTBP2P2	NA	10	94646364	94647996
ENSG00000235759	ARHGAP42P3	NA	22	15550904	15553838
ENSG00000235761	MTCO3P46	NA	1	235542159	235542390
ENSG00000235778		NA	8	7341826	7342942
ENSG00000235787	RPL35AP8	NA	3	42469640	42469879
ENSG00000235803	MTCO2P23	NA	10	69590583	69591262
ENSG00000235810		NA	10	57513157	57513425
ENSG00000235811		NA	1	202039851	202039934
ENSG00000235817		NA	1	230612009	230612412
ENSG00000235819		NA	9	86369285	86528117
ENSG00000235827	TUBB8P9	NA	1	227506182	227508292
ENSG00000235858		NA	10	80333771	80334426
ENSG00000235859		NA	7	30371508	30372741
ENSG00000235908	RHOA-IT1	NA	3	49365145	49367006
ENSG00000235912		NA	1	27649419	27649610
ENSG00000235922	RPL13P14	NA	20	46863563	46864104
ENSG00000235924	ZNRF2P3	NA	10	79981839	79982212
ENSG00000235940	MTND1P21	NA	10	20804293	20804577
ENSG00000235942	LCE6A	448835	1	152842856	152843983
ENSG00000235947	EGOT	100126791	3	4749192	4751590
ENSG00000235951		NA	2	204065706	204067363
ENSG00000235968	FBXL12P1	NA	2	68023694	68024766
ENSG00000235972		NA	6	150040547	150042033
ENSG00000236007	MTCO1P46	NA	2	211778273	211779763
ENSG00000236028	EYA2-AS1	101927355	20	46900378	46901764
ENSG00000236110	OR2AM1P	NA	9	36021692	36022113
ENSG00000236121	HAUS6P2	NA	20	31341371	31344471
ENSG00000236141		NA	2	103806634	103880209
ENSG00000236165	PRADC1P1	NA	3	36976316	36976840
ENSG00000236167	GAPDHP57	NA	2	75455994	75456578
ENSG00000236168		NA	20	23980585	23980734
ENSG00000236191	RPS15AP25	NA	8	68525517	68525906
ENSG00000236195	MRM3P2	NA	7	17962079	17963029
ENSG00000236211	MTCO1P7	NA	2	130273908	130275449
ENSG00000236226		NA	7	103030104	103031354
ENSG00000236235		NA	22	15290718	15297196
ENSG00000236246		NA	3	198121479	198123232
ENSG00000236257	EI24P2	NA	1	158454198	158455273
ENSG00000236258	TIMM8BP1	NA	13	29865959	29866169
ENSG00000236259	PPIAP64	NA	2	68125265	68125747
ENSG00000236277	NIPA2P5	NA	13	79090783	79094119
ENSG00000236313	VN1R53P	NA	10	37348616	37349572
ENSG00000236317		NA	1	212855175	212855366
ENSG00000236354	LINC00437	NA	13	38533343	38686924
ENSG00000236357	EI24P1	NA	3	176068042	176068908
ENSG00000236388	ITCH-AS1	NA	20	34441592	34442025
ENSG00000236395		NA	7	131702269	131702653
ENSG00000236401	SLC4A1APP2	NA	1	187706561	187708898
ENSG00000236407	HMGB1P18	NA	1	80283352	80283970
ENSG00000236409	NRADDP	NA	3	47011542	47013146
ENSG00000236411	NDUFAF4P3	NA	3	37789921	37790445
ENSG00000236425	RPL31P64	NA	3	195561215	195561580
ENSG00000236434		NA	1	51264916	51266074
ENSG00000236474	GCNT1P1	NA	20	18420160	18421454
ENSG00000236476		NA	1	46742329	46743133
ENSG00000236528		NA	1	25859549	25868433
ENSG00000236536		NA	7	19117758	19122012
ENSG00000236546	MYCL-AS1	105378668	1	39882860	39899103
ENSG00000236549	RPS27AP7	NA	2	47883455	47883909
ENSG00000236570	RAD23BP1	NA	3	18538673	18539899
ENSG00000236582	PRPF38AP2	NA	10	17577362	17578212
ENSG00000236605		NA	2	67324627	67325304
ENSG00000236606		NA	10	85708760	85709167
ENSG00000236608	EIF4A1P6	NA	13	60636888	60638097
ENSG00000236610	SOCS5P1	NA	7	86216785	86217733
ENSG00000236618	PITPNA-AS1	NA	17	1516815	1518106
ENSG00000236638		NA	7	63263065	63263456
ENSG00000236655	SLC6A14P3	NA	2	126311466	126311927
ENSG00000236691	NDUFA4P2	NA	3	103240987	103241230
ENSG00000236711	SMAD9-IT1	NA	13	36849366	36850046
ENSG00000236724		NA	9	3875584	3878809
ENSG00000236741		NA	1	171762074	171762524
ENSG00000236745	YRDCP2	NA	9	96954820	96955461
ENSG00000236794	BCRP8	NA	22	23179918	23180172
ENSG00000236801	RPL24P8	NA	9	70217195	70217668
ENSG00000236809	SNX25P1	NA	1	211417025	211417934
ENSG00000236811	GAPDHP2	NA	20	13392677	13393674
ENSG00000236848	RPL23AP95	NA	7	103152007	103152325
ENSG00000236862	RPS20P24	NA	9	72655832	72656192
ENSG00000236913	RPS13P3	NA	2	42469817	42470266
ENSG00000236917	DNAJA1P2	NA	2	153761450	153762646
ENSG00000236937	PTGES3P4	NA	10	102845595	102845950
ENSG00000236992	RPL12P12	NA	20	19823443	19823943
ENSG00000236994	YBX1P9	NA	1	226318015	226318693
ENSG00000237008	LAPTM4BP1	NA	1	153379821	153380799
